Product Name,UPC Code,Serving Size,Serving Size Unit,Product Size,Price,Protein,Total lipid (fat),"Carbohydrate, by difference",Energy - kcal,Energy - kJ,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Vitamin A, IU",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin E,"Vitamin C, total ascorbic acid",Thiamin	Riboflavin,Niacin,Vitamin K (phylloquinone),Folic acid,"Choline, total","Sugars, total including NLEA","Fatty acids, total trans","Fatty acids, total saturated",Vitamin B-6,Vitamin B-12,"Sugars, added",Category
"Karma Probiotic Water, Berry Cherry, 18 fl. oz., 1 Count Bottle",854651003640,532.0,ml,12 fl oz,0.0,0.0,0.0,6.11,22.0,22.0,,,,,,14.0,44.0,,,,,,,,,,,,5.83,,,,,5.8,Probiotic Water
"AHA Blueberry Pomegranate Sparkling Water, 12 fl oz, 8 Cans",49000532302,,,96 OZA,0.0,0.0,0.0,5.06,21.0,21.0,0.0,4.0,0.08,,,59.0,25.0,,,,,,4.2,,,,,,4.22,0.0,0.0,0.143,0.2,0.0,Sparkling Water
"AHA Lime and Watermelon Sparkling Water, 12 fl oz, 8 Cans",49000532456,,,355 MLT,14.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,Sparkling Water
"CELSIUS Raspberry Acai Green Tea, Functional Essential Energy Drink 12 fl oz (Pack of 12)",889392010565,,,4260 MLT,19.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,Energy Drink
"Jarritos Mineragua Sparkling Water, 1.58 qt (1.5 liter), 1 Count",90478216805,355.0,ml,159.3 FL OZ/4.71 L,15.0,0.0,0.0,0.0,0.0,0.0,,,,,,,10.0,,,,,,,,,,,,0.0,,,,,,Sparkling Water
"BOOST Original Nutritional Drink, Rich Chocolate, 10 g Protein, 12 - 8 fl oz Bottles",41679802182,237.0,ml,,18.28,4.22,1.69,17.3,101.0,101.0,1.3,127.0,1.9,42.0,127.0,245.0,63.0,1.9,,5.7,,,25.3,,1.69,16.9,42.0,1.6,8.44,,0.422,0.295,0.89,,Nutritional Drink
"BOOST Original Nutritional Drink, Very Vanilla, 10 g Protein, 12 - 8 fl oz Bottles",41679280195,237.0,ml,,18.28,4.22,1.69,17.3,101.0,101.0,1.3,127.0,1.9,42.0,127.0,245.0,63.0,1.9,,5.7,,,25.3,,1.69,16.9,42.0,1.6,8.44,,0.422,0.295,0.89,,Nutritional Drink
"Lakanto Sugar Free Drinking Chocolate - Cold or Hot Cocoa Powder Mix with Shelf Stable Probiotics, Sweetened with Monk Fruit Sweetener, Keto Diet Friendly, Vegan, Dutch Cocoa, Gourmet Taste (10 oz)",843076000235,16.0,g,,13.97,3.0,15.0,75.0,,,4.0,100.0,1.8,,,0.0,850.0,,11.0,,,,0.0,,,,,,60.0,0.25,10.0,,,,Drinking Chocolate
"Starbucks Double Chocolate Hot Cocoa, 6 count Carton",54467600174,,,,6.91,3.0,15.0,75.0,,,4.0,100.0,1.8,,,0.0,850.0,,11.0,,,,0.0,,,,,,60.0,0.25,10.0,,,,Hot Cocoa
"Stephen's Gourmet Mexican Chocolate Hot Cocoa, 16 oz",729776413202,36.0,g,6.35 oz/180 g,5.54,6.67,13.3,66.7,400.0,400.0,6.7,0.0,2.4,,,,1400.0,,0.0,,,,0.0,,,,,,40.0,0.0,13.3,,,,Hot Cocoa
"Ito En Oi Ocha Unsweetened Green Tea, 16.9 fl oz. (12-Pack)",835143001399,,,16.9 fl oz/500 mL,17.48,0.0,0.0,0.0,0.0,0.0,,,,,,,8.0,,,,,,30.0,,,,,,0.0,,,,,,Green Tea
"Stephen's Gourmet Hot Cocoa, Chocolate Mint Truffle - 1lb. Canister",729776413448,36.0,g,6.35 oz/180 g,5.54,6.67,13.3,66.7,400.0,400.0,6.7,0.0,2.4,,,,1400.0,,0.0,,,,0.0,,,,,,40.0,0.0,13.3,,,,Hot Cocoa
"Lavazza Super Crema Whole Bean Coffee Blend, Medium Espresso Roast, 35.2 Ounce Bag",245875846548,,,,25.0,0.12,0.18,1.67,9.0,9.0,0.0,2.0,0.13,80.0,7.0,115.0,14.0,0.05,,0.01,,,0.2,,5.21,0.1,0.0,2.6,0.0,,0.092,0.002,0.0,,Whole Bean Coffee
"Gevalia Decaf House Blend Ground Coffee, Decaffeinated, 12 oz. Bag",43000042977,,,,6.98,0.11,0.01,0.0,0.0,0.0,0.0,2.0,0.03,4.0,2.0,52.0,2.0,0.02,,0.0,,,0.0,,0.206,0.1,0.0,1.8,0.0,,0.002,0.0,0.0,,Ground Coffee
"Stephen's Gourmet No Sugar Added Milk Chocolate Hot Cocoa, 16 oz",729776413509,,,6.35 oz/180 g,5.54,6.67,13.3,66.7,400.0,400.0,6.7,0.0,2.4,,,,1400.0,,0.0,,,,0.0,,,,,,40.0,0.0,13.3,,,,Hot Cocoa
"Gevalia Cappuccino K Cup Espresso Coffee Pods & Cappuccino Froth Packets, 12 ct Box",43000086254,,,,25.5,42.9,42.9,186.0,1290.0,1290.0,0.0,1430.0,0.0,,,,1430.0,,0.0,,,,0.0,,,,,,157.0,0.0,42.9,,,,"Coffee Pods, Cappuccino"
"Nestle Abuelita Mexican Style Instant Hot Chocolate Drink Mix, 8 oz, Box",28000525538,28.0,g,,1.88,3.0,15.0,75.0,,,4.0,100.0,1.8,,,0.0,850.0,,11.0,,,,0.0,,,,,,60.0,0.25,10.0,,,,Hot Chocolate Mix
"Gevalia Colombia Medium Roast Ground Coffee, 20 oz Bag",43000076392,,,10 OZ/284 G,11.28,8.7,0.0,0.0,43.0,43.0,,,,,,1620.0,391.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Rosso Coffee Pods Nespresso Original Machine, Flavored Gourmet Espresso Capsules 60 Pack Vanilla, Caramel and Creme Brulee",830564001096,,,1.76 oz/50 g,29.9,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Rosso Coffee Pods Nespresso Original Machine, Extra Dark Roast Gourmet Espresso Capsules 60 pack",636824996436,,,1.76 oz/50 g,31.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"New England Coffee Chocolate Cappuccino, Medium Roast, Ground Coffee, 11 oz.",787780200003,,,,5.43,1.71,0.99,2.75,27.0,27.0,0.0,65.0,0.02,20.0,53.0,100.0,23.0,0.23,,0.02,,,0.1,,0.945,0.1,0.0,8.7,2.46,,0.575,0.028,0.22,,Ground Coffee
"Caribou Coffee Decaf Caribou Blend Ground Coffee, Premium Medium Roast, 100% Arabica, 12 oz",798493103666,,,,9.28,29.5,4.38,0.0,166.0,166.0,0.0,22.0,6.12,27.0,231.0,308.0,367.0,5.22,,0.4,,,3.0,,5.74,1.4,0.0,122.0,0.0,,1.69,0.317,6.59,,Ground Coffee
"Caribou Coffee Mahogany Blend Ground Coffee, Premium Dark Roast, 100% Arabica, 20 oz",798493418005,,,10 OZ/284 G,12.28,9.09,0.0,9.09,45.0,45.0,9.1,,,,,1690.0,409.0,,,,,,,,,,,,0.0,,,45.5,2180.0,,Ground Coffee
"New England Coffee Blueberry Cobbler Medium Roast Ground Coffee, 11 Oz, Bag",787780200089,,,,6.7,5.26,19.3,56.1,404.0,404.0,1.8,140.0,1.26,,,,456.0,,351.0,,,,2.1,,,,,,36.8,0.0,7.02,,,,Ground Coffee
"Caribou Coffee Caribou Blend Ground Coffee, Premium Medium Roast, 100% Arabica, 20 oz",798493417985,,,,12.28,29.5,4.38,0.0,166.0,166.0,0.0,22.0,6.12,27.0,231.0,308.0,367.0,5.22,,0.4,,,3.0,,5.74,1.4,0.0,122.0,0.0,,1.69,0.317,6.59,,Ground Coffee
"New England Coffee Blueberry Cobbler Medium Roast Keurig Coffee Pods, 24 Ct",787780600797,,,7.62 oz/216 g,13.64,8.33,4.17,0.0,42.0,42.0,,,,,,1550.0,375.0,,,,,,,,,,,,,,4.17,41.7,2000.0,,Coffee Pods
Folgers Classic Roast Coffee (100 K-Cups),25500164915,,,0.33 oz,60.49,0.0,,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee
"Caribou Coffee, Daybreak Light Roast K-Cup Coffee Pods, 24 Count",611247376690,,,,25.43,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"McCafe, Toffee Almond Light Roast K-Cup Coffee Pods, 24 Count",611247391891,,,,13.97,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Caribou Coffee, Caribou Blend Medium Roast K-Cup Coffee Pods, 24 Count",611247376706,,,,14.92,29.5,4.38,0.0,166.0,166.0,0.0,22.0,6.12,27.0,231.0,308.0,367.0,5.22,,0.4,,,3.0,,5.74,1.4,0.0,122.0,0.0,,1.69,0.317,6.59,,Coffee Pods
Folgers Classic Roast Coffee K-Cups (100 ct.),722649452780,,,16.7 oz/1.0 lb/475 g,63.99,0.0,0.0,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,,,,,,Coffee K-Cups
"Caribou Coffee Obsidian Keurig Single-Serve K-Cup Pod,  Medium Roast Coffee, 24 Count",611247384954,,,0.34 oz,14.92,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Lavazza Espresso Decaffeinato Ground Coffee Blend, Decaffeinated Medium Roast, 8-Ounce Can",41953011088,,,,8.93,0.1,0.18,1.69,9.0,9.0,0.0,2.0,0.13,80.0,7.0,115.0,14.0,0.05,,0.0,,,0.2,,5.21,0.1,0.0,1.0,0.0,,0.092,0.002,0.0,,Ground Coffee
"Caribou Coffee Caribou Blend Ground Coffee, Premium Medium Roast, 100% Arabica, 12 oz",798493103659,,,,9.28,29.5,4.38,0.0,166.0,166.0,0.0,22.0,6.12,27.0,231.0,308.0,367.0,5.22,,0.4,,,3.0,,5.74,1.4,0.0,122.0,0.0,,1.69,0.317,6.59,,Ground Coffee
"Kicking Horse Coffee, Decaf, Swiss Water Process, Dark Roast, Whole Bean, 2.2 Pound - Certified Organic, Fairtrade, Kosher Coffee, 35.2 oz",629070700148,,,,25.0,7.5,30.0,60.0,540.0,540.0,7.5,100.0,2.7,107.0,135.0,342.0,25.0,1.32,0.0,0.23,,,0.0,,0.578,5.9,0.0,,42.5,,15.0,0.038,0.0,,Coffee
"Community Coffee Decaf Special Medium Roast Ground Coffee, 12 Oz, Bag",35700018987,,,24 oz/1.5 lbs/680 g,6.47,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Swiss Miss Peppermint Hot Cocoa, Single-Serve Keurig K-Cup Pods, Hot Chocolate, 22 Count",611247385265,,,1.5 oz/44 g,13.97,6.67,16.7,73.3,400.0,400.0,6.7,133.0,4.8,,,,1130.0,,0.0,,,,0.0,,,,,,33.3,0.0,13.3,,,,Hot Cocoa
"Maxwell House Original Roast Medium Roast K-Cup Coffee Pods, 60 ct. Box",43000086001,,,0.34 oz,23.36,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Folgers Colombian Coffee, Medium Roast Ground Coffee, 33.7 Ounce Canister",25500304519,,,40 oz,18.98,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Coffee
"illy Ground Coffee Decaf Classico Medium Roast, 8.8 Oz",733411000139,,,24 oz/1.5 lbs/680 g,10.49,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Peet's Coffee Major Dickason's Blend Ground Coffee, Premium Dark Roast, 100% Arabica, 18 oz",785357023567,,,10 OZ/284 G,14.98,9.09,0.0,9.09,45.0,45.0,9.1,,,,,1690.0,409.0,,,,,,,,,,,,0.0,,,45.5,2180.0,,Ground Coffee
"Maxwell House The Original Roast Decaf Medium Roast Ground Coffee, 29.3 oz Canister",43000046586,,,24 oz/1.5 lbs/680 g,16.94,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Eight O'Clock The Original Medium Roast Ground Coffee, 32 Oz, Bag",11141101082,,,10 OZ/284 G,14.54,8.7,0.0,0.0,43.0,43.0,,,,,,1620.0,391.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Green Mountain Coffee Roasters, Dark Magic Dark Roast K-Cup Coffee Pods, 60 Count",611247388914,,,0.34 oz,29.98,0.0,0.0,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Eight O'Clock 100% Colombian Peaks Medium Roast Ground Coffee, 30 Oz, Bag",11141101242,,,43 oz/1.22 kg,14.54,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Eight O'Clock, The Original, Medium Roast Ground Coffee, 36 oz",11141100368,,,10 OZ/284 G,27.99,8.7,0.0,0.0,43.0,43.0,,,,,,1620.0,391.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Eight O'Clock, Dark Italian Espresso, Dark Roast Ground Coffee, 32 oz, Bag",11141100016,,,24 oz/1.5 lbs/680 g,14.54,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Twinings Cold Water Infusions, Peach & Passionfruit Infuser Bags, 12 Count Canister",70177228408,2.5,g,1.06 oz/30 g,4.84,0.0,0.0,80.0,200.0,200.0,,0.0,0.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,Infuser Bags
"Eight O'Clock, 100% Colombian Peaks Coffee, Medium Roast, Whole Bean Coffee, 33 oz Bag",11141102645,,,40 oz,28.99,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Whole Bean Coffee
"Starbucks, 2X Caffeine Medium Roast K-Cup Coffee Pods, 12 Count",762111401908,,,0.34 oz,22.97,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Eight O'Clock Dark Italian Espresso Dark Roast Whole Bean Coffee Bag, 32 oz",11141100030,,,24 oz/1.5 lbs/680 g,14.54,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Whole Bean Coffee
"Eight O'Clock The Original Medium Roast K-Cup Coffee Pods, 100 Ct.",11141106780,,,0.34 oz,47.16,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Victor Allen's Snickers Iced Coffee Latte, Ready to Drink, 13.7 oz Bottles",811130031235,,,13.7 fl oz,2.98,1.23,0.62,10.9,54.0,54.0,0.2,37.0,0.02,,,165.0,99.0,,,,,,,,,,,,9.88,0.0,0.49,,,8.4,Iced Coffee
"Eight O'Clock French Vanilla Medium Roast Whole Bean, 11 Oz. Bag",11141102232,,,,9.52,1.67,11.9,79.5,432.0,432.0,2.4,13.0,0.57,,,,1.0,,0.0,,,,0.0,,,,0.0,,66.6,0.0,8.33,,,,Whole Bean Coffee
"Green Mountain Coffee Roasters Maple Pecan Coffee,Keurig K-Cup Pods, Light Roast, 24 Count",611247376744,,,,12.94,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Eight O'Clock Caramel Macchiato Medium Roast Ground Coffee, 11 Oz. Bag",11141101709,,,,4.98,1.18,0.83,2.71,23.0,23.0,0.0,43.0,0.09,58.0,38.0,129.0,22.0,0.18,,0.02,,,0.2,,3.53,0.1,0.0,7.1,1.61,,0.473,0.019,0.15,,Ground Coffee
"Segafredo Zanetti 100% Arabica Ground Coffee, Brillante Light Roast, 10 oz",854145006249,,,340 g,9.98,0.0,0.0,0.0,0.0,0.0,,4.0,,,,80.0,2.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Eight O'Clock 100% Colombian Peaks Medium Roast Whole Bean Coffee, 40 Oz. Bag",11141102652,28.3,g,40 oz,27.25,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Whole Bean Coffee
Eight O'Clock Hazelnut Medium Roast Ground Coffee 11 Oz. Bag,11141102911,,,30 OZ/850 g,6.99,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Green Mountain Coffee Breakfast Blend Single Serve K-Cup Pods, Light Roast Coffee, 60 Count",611247388891,,,,29.98,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"New England Coffee Decaf Hazelnut CremeMedium Roast Ground Coffee, 10 Oz, Bag",787780770186,,,,5.43,0.0,0.0,3.33,17.0,17.0,,,,,,,0.0,,,,,,,,,,,,0.83,,,,,,Ground Coffee
"Mott's, Hot Apple Cider K-Cup Pods, 24 Count",611247386040,23.0,g,0.79 oz,14.92,0.0,0.0,91.3,391.0,391.0,8.7,52.0,0.0,,,148.0,0.0,,,,,,,,,,,,73.9,0.0,0.0,,,60.9,Apple Cider
"Green Mountain Coffee Wild Mountain Blueberry Keurig Single-Serve K-Cup pods, Light Roast Coffee, 24 Count",99555067835,,,,15.16,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Maxwell House 100% Colombian Medium Roast K-Cup Coffee Pods, 24 ct Box",43000089262,,,117 g,11.28,0.12,0.0,0.0,0.0,0.0,,4.0,,,,50.0,2.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Peet's Coffee Major Dickason's Blend Coffee, Dark, Keurig K-Cup Pods, 75 ct",684417981437,,,,54.99,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Starbucks, Blonde Roast Instant Coffee Can, 3.17 oz",50000264735,,,,15.97,1.98,1.38,12.6,71.0,71.0,0.0,74.0,0.04,9.0,59.0,175.0,26.0,0.26,,0.01,,,0.0,,1.32,0.1,0.0,0.0,10.7,,0.0,0.0,0.51,,Instant Coffee
"Peet's Coffee Major Dickason's Blend K-Cup Pod, 75 Count",696464311785,,,,50.99,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Celestial Seasonings White Chocolate Peppermint White Tea Bags, 20 Count",70734544910,,,2.6 oz/74 g,3.12,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,600.0,,,,,,0.0,,,,,,White Tea Bags
"Green Mountain Coffee Roasters Breakfast Blend Decaf, Keurig K-Cup Pods, Light Roast Coffee, 48 Count",611247375389,,,0.33 oz,33.32,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Maxwell House Medium Roast 100% Colombian Ground Coffee, 37.7 oz. Canister",43000088036,,,40 OZ/1.13 kg,10.48,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Maxwell House Light Roast Breakfast Blend Ground Coffee, 25.6 oz. Canister",43000070352,,,24 oz/1.5 lbs/680 g,8.98,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Seattle's Best Coffee, Breakfast Blend Medium Roast K-Cup Coffee Pods, 24 Count",12919301888,,,0.34 oz,13.48,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Folgers Black Silk, Dark Roast Coffee, Keurig K-Cup Pods, 60 Count Box",25500207124,,,0.34 oz,27.98,0.0,0.0,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Maxwell House Dark French Roast Ground Coffee, 25.6 oz. Canister",43000070345,,,,8.98,0.0,0.0,80.0,300.0,300.0,,,,,,,500.0,,,,,,,,,,,,20.0,,,,,,Ground Coffee
"Seattle's Best Coffee Organic Arabica Beans 6th Avenue Bistro, Dark Roast, Ground Coffee, 12 oz",12919126450,,,10 oz/283 g,6.38,0.28,0.0,0.28,1.0,1.0,,,,,,30.0,4.0,,,,,,,,,,,,0.0,,,0.333,,,Ground Coffee
"Green Mountain Coffee Roasters Pumpkin Spice Coffee, Keurig Single-Serve K-Cup Pods, Light Roast, 24 Count",99555067583,,,3.31 oz/94 g,11.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1950.0,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,Coffee Pods
"Peet's Coffee Organic French Roast Ground Coffee, Premium Dark Roast, 100% Arabica, 18 oz",785357023581,,,12 oz/340 g,12.98,0.0,0.0,4.76,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Seattle's Best Coffee 6Th Avenue Bistro Ground Coffee, Dark Roast, 32 Ounce Bag",12919008886,,,12 oz/340 g,22.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,238.0,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,Ground Coffee
"Maxwell House Medium Roast 100% Colombian Ground Coffee, 24.5 oz. Canister",43000070338,,,40 OZ/1.13 kg,16.44,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Seattle's Best Coffee Arabica Beans Henry's Blend, Dark Roast, Ground Coffee, 12 oz",12919012548,,,10 oz/283 g,6.38,0.28,0.0,0.28,1.0,1.0,,,,,,30.0,4.0,,,,,,,,,,,,0.0,,,0.333,,,Ground Coffee
"Maxwell House Intense Bold Dark Roast Ground Coffee, 26.7 oz Canister",43000071410,,,,7.86,0.0,0.0,80.0,300.0,300.0,,,,,,,500.0,,,,,,,,,,,,20.0,,,,,,Ground Coffee
"Maxwell House The Original Roast Instant Coffee, 8 oz Jar",43000794609,,,,4.88,0.0,0.0,80.0,300.0,300.0,,,,,,,500.0,,,,,,,,,,,,20.0,,,,,,Instant Coffee
"Kauai Coffee Na Pali Coast K-Cup Coffee Pods, Dark Roast, 24 Ct",782605162856,,,,11.98,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Seattle's Best Coffee, House Blend Medium Roast K-Cup Coffee Pods, 24 Count",12919301895,,,0.34 oz,13.48,0.0,,0.0,0.0,0.0,,,,,,1850.0,0.0,,,,,,,,,,,,,0.0,,,,,Coffee Pods
"Maxwell House Gourmet Roast Medium Roast Ground Coffee, 25.6 oz Canister",43000070567,,,24 oz,6.28,0.0,0.0,0.0,0.0,0.0,,,,,,647.0,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Peet's Coffee Single Origin Brazil Ground Coffee, Premium Medium Roast, 100% Arabica, 18 oz",785357023550,,,11 fl oz/325 mL,13.08,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,17.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,,,,Ground Coffee
"Maxwell House Half Caff Ground Coffee, 25.6 oz. Canister",43000071038,,,,8.98,0.0,0.0,80.0,300.0,300.0,,,,,,,500.0,,,,,,,,,,,,20.0,,,,,,Ground Coffee
"Peet's Coffee House Blend K-Cup Coffee Pods, Premium Dark Roast, 22 Count, Single Serve Capsules Compatible with Keurig",785357024106,,,,16.12,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Green Mountain Coffee Roasters Brew Over Ice Vanilla Caramel, Single Serve Keurig K-Cup Pods, Flavored Iced Coffee, 24 Count",611247390283,,,,21.54,0.09,0.02,0.0,1.0,1.0,0.0,2.0,0.01,3.0,2.0,38.0,2.0,0.02,,0.01,,,0.0,,0.146,0.1,0.0,2.0,0.0,,0.002,0.001,0.0,,Iced Coffee
"Illycaffe Coffee, Dark Roast, 8.8 Oz, Pack of 6",733411000085,,,,9.45,9.52,2.38,50.0,262.0,262.0,2.4,24.0,0.0,,,143.0,24.0,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,Coffee
"Peet's Coffee Ristretto Espresso Capsules, Premium Dark Roast Intensity 10, 10 Count, Single Serve Capsules Compatible with Nespresso Original",785357019447,,,1.76 oz/50 g,14.99,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,Espresso Capsules
"New England Coffee French Vanilla Medium Roast Ground Coffee, 11 Oz, Bag",787780770162,,,10 OZ/284 G,6.7,8.7,0.0,0.0,43.0,43.0,,,,,,1620.0,391.0,,,,,,,,,,,,,,,,,,Ground Coffee
"Illycaffe Coffee, Medium Roast, 8.8 Oz, Pack of 6",733411900392,,,,14.52,9.52,2.38,50.0,262.0,262.0,2.4,24.0,0.0,,,143.0,24.0,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,Coffee
"Maxwell House Original Roast Ground Coffee Filter Packs, 10 ct Pack",43000709924,,,,9.64,0.0,0.0,80.0,300.0,300.0,,,,,,,500.0,,,,,,,,,,,,20.0,,,,,,Ground Coffee
"Peet's Coffee French Roast Ground Coffee, Premium Dark Roast, 100% Arabica, 10.5 oz",785357025523,,,12 oz/340 g,9.98,0.0,0.0,4.76,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,Ground Coffee
"McCafe, Baked Apple Pie Light Roast K-Cup Coffee Pods, 24 Count",611247392348,,,,15.18,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"illy K-Cup Coffee Pods Intenso Bold Roast for Keurig Brewers, 20 Ct",733411077827,,,,19.91,0.0,0.0,0.0,0.0,0.0,,,,,,1950.0,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"New England Coffee French Vanilla Decaf Ground Coffee, 10 oz",787780770193,,,,6.0,2.5,19.2,74.6,481.0,481.0,1.4,12.0,0.33,,203.0,546.0,399.0,,0.0,,,,0.0,,,,,,54.3,,4.6,,,,Ground Coffee
"Community Coffee Strawberry & Chocolate Flavored Coffee, 11 Oz, Bag",35700018611,,,,0.0,0.12,0.02,0.0,1.0,1.0,0.0,2.0,0.01,3.0,3.0,49.0,2.0,0.02,,0.01,,,0.0,,0.191,0.1,0.0,2.6,0.0,,0.002,0.001,0.0,,Flavored Coffee
"Peet's Coffee Crema Scura Espresso Coffee Pods, Premium Medium Roast Intensity 9, 10 Count, Single Serve Capsules Compatible with Nespresso Original",785357019454,,,1.76 oz/50 g,7.72,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Peet's Coffee Nerissimo Espresso Coffee Pods, Premium Dark Roast Intensity 11, 10 Count, Single Serve Capsules Compatible with Nespresso Original",785357019430,,,1.76 oz/50 g,7.12,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,Coffee Pods
"Maxwell House Smooth Bold Ground Coffee, 26.7 oz. Canister",43000070574,,,,8.98,0.0,0.0,80.0,300.0,300.0,,,,,,,500.0,,,,,,,,,,,,20.0,,,,,,Ground Coffee
