Product Name,Walmart Item ID,UPC Code,Serving Size,Serving Size Unit,Product Size,Price,Protein,Total lipid (fat),"Carbohydrate, by difference",Energy - kcal,Energy - kJ,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Vitamin A, IU",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin E,"Vitamin C, total ascorbic acid","Thiamin	Riboflavin",Niacin,Vitamin K (phylloquinone),Folic acid,"Choline, total","Sugars, total including NLEA","Fatty acids, total trans","Fatty acids, total saturated",Vitamin B-6,Vitamin B-12,"Sugars, added"
"Great Value Frozen Swai Fillets, 2 LB",170748975,78742126579,112,g,64 oz/4 lb,8.74,13.4,1.34,0,62,62,0,7,0,,,271,375,,,,71,,,,,,,,0,0,0.45,,,
"Kentucky Legend Boneless Quarter Sliced Hickory Smoked Ham, Gluten-Free, 15 Grams Protein per Serving",13424830,201707000007,,,,8.72,17.9,4.76,2.38,119,119,0,0,0.86,,,,1330,,0,,,,1.4,,,,,,1.19,0,1.79,,,
SunButter Natural Sunflower Butter 16 oz,10423163,737539191205,32,g,16 oz/1 lbs/454 g,6.98,21.9,50,21.9,625,625,6.2,62,5.62,,,438,406,,,,0,,,,,,,,9.38,0,4.69,,,9.4
"Great Value Organic Coconut Sugar, 32 oz",494188117,78742300689,10,g,,9.42,3.45,20.7,62.1,448,448,0,0,1.24,,,52,293,,0,,,,0,,1.38,,,,34.5,0,8.62,,,
"Great Value Shredded Low-Moisture Part-Skim Mozzarella Cheese, 8 oz",10452419,78742353173,28,g,,2.22,23.6,19.7,8.06,304,304,0,716,0.23,29,537,131,682,3.61,846,0.49,14,,0,,0.151,1.3,0,14.2,2.24,0.709,11.5,0.111,1.33,
"Great Value Block Colby & Monterey Jack Cheese, 8 oz",34186940,78742039671,28,g,,2,24.1,31.2,1.62,384,384,0,716,0.74,26,450,104,602,3.04,,0.27,,,0,,0.093,2.6,0,15.4,0.51,,19.6,0.079,0.83,
"Follow Your Heart Gluten Free, Vegan, Smoked Gouda Style Dairy Free Cheese Slices, 10 Ct, 7 oz Pack",257543483,49568290270,20,g,1 oz/30 g,5.18,0,23.3,20,300,300,0,0,0,,,,900,,0,,,,0,,,,,,0,0,20,,,
"RITZ Fresh Stacks Original Crackers, Family Size, 17.8 oz",52234929,44000045753,16,g,,4.68,6.25,28.1,62.5,500,500,,125,3.12,,,62,656,,,,0,,,,,,,,6.25,0,6.25,,,
"Freshness Guaranteed Chocolate Chip Cookies, 14 oz, 10 Count",184184305,78742092348,40,g,,2.98,5.1,24.7,65.4,492,492,2,21,5.58,41,109,171,311,0.72,,2.01,,,0,,2.66,33.7,29,10.5,32.9,,8.09,0.058,0.03,
"Fresh Romaine Lettuce Hearts 3 Count, Each",10532755,14500855510,,,,2.74,1.36,0.15,2.87,15,15,1.3,36,0.86,13,29,194,28,0.18,,0.22,,,9.2,,0.375,126,0,13.6,0.78,,0.02,0.09,0,
"Pillsbury Cinnamon Rolls with Original Icing, 2-Pack, 16 Ct",23511056,18000456758,nan,nan,,5.68,4.34,11.3,53.4,,,1.4,28,1.93,,,,780,,1,,,,0.1,,,,,,21.3,4.29,3.25,,,
"RITZ Cheese Sandwich Crackers, 8 - 1.35 oz Packs",10292138,44000882112,38,g,,3.52,7.66,25.1,56,479,479,2.5,11,2.65,27,103,112,595,0.64,,2.25,,,0,,4.12,7,76,12.3,9.92,,5.27,0.067,0.01,
"Fresh Tomato on the Vine, Bag (1.9 lbs/Bag Est.)",44390955,699058046643,,,,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fresh Yellow Squash, Each",44391040,47845,,,,0.89,1.26,3.75,3.98,51,51,1.1,21,0.47,22,40,275,138,0.35,,0.7,,,18,,0.486,8,0,9.5,3.06,,0.568,0.137,0,
"Sam's Cola Soda Pop, 12 fl oz, 24 Pack Cans",16504562,78742430157,355,ml,12 fl oz,8.24,0,0,0,0,0,,,,,,17,11,,,,,,,,,,,,0,,,,,0
"Kingsford Original Charcoal Briquettes, 16 lb",970578691,44600320649,,,10 fl oz/296 mL,10.92,0,0,1.69,5,5,0.3,17,0,,,,0,,0,,,,1.2,,,,,,1.35,0,0,,,
"Cheez-It Variety Pack Cheese Crackers, 12.1 oz, 12 Count",37481732,24100940271,,,,6.48,10.9,22.7,59.4,489,489,2.3,136,4.88,25,200,156,973,1.19,,2.19,,,0,,6.11,9.4,127,8.7,4.53,,5.29,0.17,0.34,
"POWERADE Electrolyte Enhanced Zero Sugar Mixed Berry Sport Drink, 20 fl oz, 8 Count Bottles",13908455,49000050752,,,,6.12,0,0,0.14,0,0,0,0,0,0,0,10,42,0,,0,,,0,,0.833,0,0,0,0,,0,0.083,0.25,
"Marketside French Baguette Bread, Bake at Home, 10 Ounce, Bag",52196662,681131090889,57,g,8.8 OZ/250 g,1.97,8,2,54,260,260,2,20,1,,,140,600,,,,0,,,,,,,,3,0,0,,,
"Nestle Toll House Chocolate Chip Lovers Cookie Dough, 16 oz",10291861,50000009268,38,g,,3.74,5.26,23.7,57.9,474,474,0,0,1.89,,,,395,,0,,,,0,,,,,,31.6,0,13.2,,,
"7Up Lemon Lime Soda Pop, 12 fl oz , 12 Pack, Allergens Free, Soft Drink",16777397,78000011807,355,ml,4260 MLT,5.38,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,0,0,0,,,0
"Stonyfield Organic Kids Strawberry Lowfat Yogurt Tubes, 2 oz, 8 Ct",10805156,52159000813,56,g,3.5 oz/99 g,4.38,5.05,2.02,13.1,91,91,0,152,0,,,212,91,,,,24,,,,,,,,9.09,0,,,,
"Entenmann's Little Bites Party Cake Mini Muffins, 5 Pouches, 8.25 oz Box",42391405,72030022093,47,g,,3.98,4,22,64,460,460,2,30,1,,,140,240,,,,,,,,,,,,34,0,9,,,34
"Great Value Cookie Dipped Ice Cream Cones Variety Pack, 4.6 fl oz, 8 Count",129588806,78742152394,,,4.4 fl oz,5.36,5.32,17,36.2,309,309,1.1,96,0.74,,,223,112,,,,,,,,,,,,23.4,0,10.6,,,19.1
"Great Value Frozen Edamame, 12 oz",328567678,78742350998,74,g,,1.92,11.9,5.2,8.91,121,121,5.2,63,2.27,64,169,436,6,1.37,298,0.68,0,,6.1,,0.915,26.7,0,56.3,2.18,0.009,0.62,0.1,0,
"Great Value Gluten-Free Brown Rice Spaghetti, 16 oz, Shelf-Stable.",833237843,78742236704,,,,2.18,0.555,1.22,0.337,,,0,173,0.29,6.78,29.8,30.8,59.6,0.172,,3.32,37.1,,,,0.0744,,,,,0,0.104,0,0.338,
"Rice Chex Cereal, Gluten Free Breakfast Cereal, Made with Whole Grain, Family Size, 18 OZ",851743606,16000171022,,,18 ONZ,3.74,7,2,87,390,390,4,325,32,,,201,820,,,,,,,,,,,,8,0,0,,,
"Great Value Cheese & Pepperoni Mini Pizza Bagels, 7 oz, 9 Count",173195766,78742248394,88,g,6.65 ONZ,2.24,11.5,7.69,30.5,239,239,2.4,102,0.67,,,157,604,,,,,,,,,,,,3.25,0.09,2.92,,,1.6
"Cole's Mozzarella Filled Breadsticks, 11.5 oz",10813520,71052000652,65,g,,4.12,12.2,12.8,44.4,342,342,2.4,87,4.64,22,129,132,615,1.02,,0.88,,,0,,7.07,21.1,123,7.5,1.11,,2.96,0.103,0.13,
"Great Value Chili with Beans, 15 Oz",10534168,78742431079,247,g,15 ONZ,1.92,5.93,9.49,13.4,162,162,3.6,28,1.15,,,229,403,,0,,0,,0.5,,,,,,0.79,0.4,2.77,,,
"Cool Whip Original Whipped Cream Topping, 8 oz Tub",10801133,43000009536,nan,nan,5.2 OZ/147 g,1.98,0,20,80,400,400,0,,,,,,0,,,,,,,,,,,,80,0,20,,,
"Wright Brand Thick Cut Applewood Real Wood Smoked Bacon, 1.5 lb",10533735,79621000010,14,g,40 oz/2.5 lbs,10.98,35.7,50,0,571,571,0,0,0,,,571,1790,,,,,,,,,,,,0,0,14.3,,,0
"HORMEL, Beef - Pork Pepperoni, Pizza Topping,Gluten Free, Original, 3.5oz Plastic Package Pouch in Box",23816334,37600636605,28,g,1.75 oz/49 g,2.43,17.9,46.4,0,500,500,,,1.29,,,,1750,,,,,,,,,,,,,,21.4,,,
"Great Value Fully Cooked Italian Style Meatballs, 32 oz (Frozen)",14711314,78742122366,85,g,,6.96,14.4,22.2,8.06,286,286,2.3,80,1.77,31,239,296,666,1.66,73,0.42,2,,0,,3.11,8.2,0,45.2,3.47,0.577,7.63,0.202,1,
"Barilla Penne Pasta, 16 oz",10309178,76808280739,56,g,1 lbs/454 g,1.76,12.5,1.79,75,357,357,5.4,21,3.57,,,211,0,,,,,,,,8.93,,200,,1.79,0,0,,,
"Milo's Famous Sugar Free, Zero Calorie Sweet Tea, 128 fl oz Jug",21804015,91475630045,240,ml,59 fl oz/1.8 Quart/1.74 L,3.48,0,0,8.06,32,32,,,,,,,6,,,,,,,,,,,,7.26,,,,,
"Barilla Classic Spaghetti Pasta, 16 oz",10309153,76808280081,56,g,1 lbs/454 g,1.76,12.5,1.79,75,357,357,5.4,21,3.57,,,211,0,,,,,,,,8.93,,200,,1.79,0,0,,,
"Tyson All Natural Fully Cooked Chicken Nuggets, 4.4 lb Bag (Frozen)",16381752,23700018632,90,g,80 ONZ,12.94,15.9,15.1,15.6,262,262,1.4,0,1.48,,,190,608,,,,,,0,,,,,,0.33,0.06,3.42,,,0.3
"Fritos Jalapeno Cheddar Flavored Cheese Dip, Creamy, 9 oz",10790821,28400000246,nan,nan,,3.72,5.44,3.7,15.9,119,119,4.9,26,1.6,40,105,368,443,0.69,,,,,,,0.43,1.6,,42.3,0.99,0.008,0.529,0.115,,
"Hershey's Milk Chocolate Snack Size Candy, Bars 0.45 oz, 12 Count",22176427,34000070183,nan,nan,0.45 oz,2.37,7.69,0,84.6,346,346,7.7,77,10.8,,,77,462,,,,,,,,9.23,,115,,38.5,0,0,0.923,2.77,38.5
"Buffalo Wild Wings Parmesan Garlic Sauce, 12 fl oz Bottle",732720004,70200513235,31,g,15.75 oz,3.68,7.14,32.1,57.1,536,536,7.1,71,1.79,,,250,679,,,,,,,,,,,,3.57,0,5.36,,,
"A&W Zero Sugar Root Beer Soda, .5 L bottles, 6 pack",16627505,78000053425,500,ml,144 fl oz/4.26 L,4.87,0,0,0,0,0,,,,,,,19,,,,,,,,,,,,0,,,,,
"StarKist Smart Bowls Tuna, Barley and Beans, Tomato Basil, 4.5 oz Pouch",423112294,80000519740,128,g,4.5 OZ/128 g,1.37,7.81,2.73,16.4,125,125,2.3,27,1.41,,,328,430,,,,6,,,,6.25,,,,2.34,0,0.39,0.125,2.34,0.8
"Tostitos Medium Salsa Con Queso, 23 oz Jar",10790856,28400067409,nan,nan,,5.38,2.92,8.26,11.7,133,133,0.6,90,0.14,7,177,88,773,0.44,259,1.92,,,0.6,,0.15,1.5,,,1.4,0.097,2.44,0.043,,
"Hungry-Man Roasted Turkey Breast Frozen Dinner, 16 oz (Frozen)",15556207,51000062611,nan,nan,,3.74,7.96,8.53,6.96,136,136,1.3,29,1.02,19,106,195,379,1.12,,0.1,,,,,1.44,,,,0.18,0.347,3.43,0.113,0.77,
"Great Value Homestyle Waffles, 12.3 oz, 10 Count (Frozen)",46791801,78742088532,70,g,,2.26,7.42,9.49,48.4,309,309,2.6,299,6.59,22,444,138,530,0.48,,0.68,,,0,,7.94,12.5,55,28.1,4.41,,2.28,1.11,1.62,
"Tyson Breaded Chicken Patties, 3.7 lb",15729022,23700018649,,,,12.94,14.8,19.6,12.8,287,287,0.3,19,0.95,24,208,261,532,1.05,,1.28,,,0,,4.76,4.2,0,33.8,0,,3.66,0.183,0.29,
"Birds Eye Oven Roasters Red Potatoes & Onions, Frozen, 14 oz (Frozen)",909404576,14500017802,94,g,,2.97,2.13,9.05,27.3,,,2,14,0.58,17,84,287,463,0.3,5,0.26,0,,4,,1.45,3.7,0,25.4,0.27,,1.66,0.121,0,
Red Baron Brick Oven Meat Trio Frozen Pizza 18.22 oz,46754554,72180638137,129,g,20.8 oz,4.47,10.8,12.2,23.6,243,243,0.7,162,1.82,,,162,581,,,,,,,,,,,,1.35,0,4.73,,,0.7
Snickers Full Size Candy Chocolate Bar - 1.86 oz Bar,38253488,40000424314,52.7,g,,1.32,7.53,23.8,61.5,,,2.3,93,0.72,72,190,323,239,2.5,161,1.5,0,,0.5,,3.6,1.9,6,38.5,50.5,0.436,9.07,0.09,0.16,
"Rotel Mexican Style Diced Tomatoes, Lime Cilantro Green Chili 10 oz",10308563,64144281251,125,g,10 ONZ,1.36,0.8,0,4.8,24,24,1.6,0,0.32,,,112,320,,80,,0,,4.8,,,,,,2.4,0,0,,,
"Stouffer's Lasagna with Meat and Sauce  Frozen Meal, 19 oz (Frozen)",17177003,13800558121,215,g,,5.18,6.63,4.42,14.4,124,124,1.4,73,0.65,18,102,184,347,0.79,,0.87,,,4.1,,1.43,5.9,11,15.3,2.96,,2.07,0.124,0.74,
"Ol Mexican Foods Xtreme Wellness! Spinach & Herbs Tortilla Wraps, 8 count, 12.7 oz",23597921,27331032029,45,g,12.7 oz/360 g,3.84,8.89,3.33,35.6,111,111,24.4,178,1.6,,,,733,,0,,,,0,,,,,,0,0,0,,,
"Nestle Toll House Semi Sweet Chocolate Mini Baking Chips, 10 oz Bag",512643098,28000986124,14,nan,3.75 oz,2.98,0,37.5,50,625,625,0,0,0,,,250,0,,,,,,,,,,,,50,0,25,,,50
"Sara Lee Sandwich White Bread, 24 oz",10402794,72945601536,57,g,,2.62,10.5,9.05,26.1,228,228,1.2,132,2.5,19,141,120,367,1.01,,0.95,,,0,,2.48,2.6,45,127,2.88,,2.58,0.092,0.36,
"Bruce's Canned Yams Cut Sweet Potatoes in Syrup, 15 oz , Can",10290899,17600043214,166,g,20 oz/567 g,1.54,0.6,0,21.7,90,90,1.8,12,0.87,,,,27,,6930,,,,10.8,,,,,,12,0,0,,,
"Sams Cola Diet Soda Pop, 12 Fl Oz, 24 Pack Cans",19276193,78742430133,355,ml,12 fl oz,8.24,0,0,0,0,0,,,,,,17,11,,,,,,,,,,,,0,,,,,0
"Sweet Baby Ray's Honey Mustard Dipping Sauce, 14 fl oz",45743137,13409516270,30,g,,2.14,0.95,0.43,46.1,,,1.3,11,0.33,11,22,235,765,0.19,274,1.08,,,1.4,,0.743,,,,38.4,0,0.037,0.07,,
"Freshness Guaranteed Original Macaroni Salad, Ready to Serve, 32 oz",194070982,78742132310,150,g,,4.27,6.71,13.3,6.83,,,0.5,184,0.21,9,157,30,828,0.98,316,,,,0.4,,0.024,,0,,0.42,,6.01,0.017,0.14,
"Frank's RedHot Buffalo Wings Hot Sauce, 12 fl oz Hot Sauces",10451751,41500745107,15,ml,12 FL. OZ./354 mL,3.96,0,0,0,0,0,,,,,,,3070,,1330,,,,,,,,,,,0,,,,
"Barilla Whole Grain Spaghetti Pasta, 16 oz",47757014,76808005844,56,g,13.25 oz/375 g,1.76,14.3,2.68,69.6,321,321,10.7,,6.43,143,446,,0,,,,,,,,8.93,,,,3.57,0,0,,,
"Sprite Lemon Lime Mini Soda Pop Soft Drink, 7.5 fl oz, 6 Pack Cans",167989213,49000061062,,,7.5 fl oz,4.36,0,0,0,0,0,,,,,,,11,,,,,,,,,,,,0,,,,,0
"Kit Kat Milk Chocolate Wafer Snack Size Candy, Bars 0.49 oz, 12 Count",22176428,34000088034,nan,nan,,2.37,6.51,26,64.6,518,518,1,125,1,37,135,231,54,0.09,81,0.34,0,,0,,0.5,5.2,6,31,48.7,0.099,18,0.02,0.56,
"A.1. Original Sauce, 15 oz. Bottle",10309001,54400000047,nan,nan,,6.48,2.5,0.3,19.8,,,2.4,20,0.8,12,52,370,1340,0.16,680,1.92,0,,16,,1.6,5.2,0,13.7,13.3,,0.045,0.16,0,
"Freshness Guaranteed Hot Pico De Gallo, 10 oz",279479591,681131276351,28,g,,3.18,0.71,0.14,3.7,17,17,1.1,11,0.23,9,19,157,443,0.13,,0.32,,,10.8,,0.407,6.9,0,4.7,2.13,,0.023,0.091,0,
"Nature's Own Hot Dog Butter Buns, 15 oz, 8 Count",21094641,72250018548,53,g,,3.62,8.58,15,8.29,203,203,1.7,25,1.25,20,103,293,628,1.44,,0.5,,,0.1,,1.37,3.3,0,26.9,1.58,,6.03,0.105,0.54,
"Starbucks Iced Coffee Beverage, Dark Roast, 48 fl oz",187015522,48500201848,360,ml,,5.98,0.31,0,0.92,5,5,,,,,,,0,,,,,,,,,,,,,,,,,
"Bumble Bee Tuna Salad Sandwich in Seconds, Shelf-Stable, 2.5 oz Pouch",358095661,86600240930,71,g,8.1 oz/231 g,1,3.46,11.7,20.4,199,199,1.7,26,0.78,,,,199,,866,,,,26,,,,,,11.3,0,2.16,,,
"Breyers CarbSmart Frozen Dairy Dessert, Vanilla, Ice Cream Alternative, 48 oz, Perfect with Pie, Cake, and Desserts",10801416,77567283238,78,g,,4.67,0.86,9.07,18.3,157,157,0,119,0.27,7,24,44,41,0.14,,1.62,,,0,,0.132,0.7,0,6.9,17.9,,7.11,0.007,0.38,
"No Cow Dipped Protein Bars, Chocolate Sprinkled Donut, Pk of 4",520815793,810039120842,60,g,25.44 oz/720 g,8.68,33.3,11.7,41.7,333,333,23.3,50,6.67,,,127,150,,,,0,,,,,,,,1.67,0,5.83,,,0
"Zatarain's Cilantro Lime Rice, 6.9 oz Packaged Side Dishes",696917222,71429013063,56,g,,1.64,3.13,28,51.8,456,456,9.9,11,1.51,51,100,361,285,0.71,,0,,,0,,0.697,0,0,19.3,36.8,,26.4,0.03,0,
"Nestle Coffee mate Snickers Coffee Creamer, 32 fl oz",178938915,50000899845,15,ml,18.7 fl oz/1.17 PT/550 mL,4.26,,13.6,36.4,273,273,,,,,,,182,,,,,,,,,,,,36.4,0,13.6,,,36.4
"Great Value Organic No Salt Added Cut Green Beans, 14.5 oz Can",101885610,78742152073,120,g,,1.68,1.36,0.3,2.81,19,19,1.3,118,1.51,20,21,141,29,0.23,5950,1.47,0,,15.5,,0.36,287,0,0.3,0.42,0,0.07,0.04,0,
"Great Value Fast Rising Instant Yeast, 0.25 oz, 3 Count",921929243,78742365718,,,0.75 oz/21 g,1.14,0,0,0,0,0,,,,,,,0,,,,,,600,,,,,,,,,,,
"Birds Eye Voila! Alfredo Chicken Skillet Value Size Frozen Meal, 60 oz (Frozen)",166235120,14500012746,180,g,,11.77,8.47,5.2,10.7,124,124,0.9,55,0.77,19,114,165,378,0.77,,0.29,,,15.7,,2.35,20.7,24,28.6,1.58,,2.01,0.107,0.16,
"Naked Juice, Mighty Mango, 15.2 fl oz",10801718,82592660152,,,,3.38,0.42,0,15,,,0,8,0.15,,,142,4,,2080,,,,2.5,,,,,,12.5,0,0,,,
"Lundberg Family Farms Sustainable Wild Blend Rice, Vegan, Gluten-Free 16oz",10309437,73416004306,45,g,25 lbs/11.3 kg,4.94,6.67,2.22,77.8,333,333,4.4,0,1.6,,,,0,,0,,,,0,,,,,,0,0,0,,,
"Duncan Hines Dolly Parton's Fabulously Fudgy Brownie Mix, 17.6 oz",1048335858,644209022991,31,g,17.6 oz/498 g,2.98,3.23,9.68,80.6,419,419,3.2,0,4.52,,,323,323,,,,0,,,,0,,42,,54.8,0,4.84,,,54.8
"Great Value Secret Sauce for Burgers & Dipping, 12 fl oz Squeeze Bottle",757318378,78742307510,29,g,355 MLT,2.28,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,0,0,0,,,0
"Canada Dry Ginger Ale Soda, 12 fl oz cans, 24 pack",42507255,78000152104,,,12 fl oz,11.88,0,0,10.1,39,39,,,,,,,14,,,,,,,,,,,,10.1,,,,,10.1
"Red Bull Green Edition Dragon Fruit Energy Drink, 12 fl oz, Pack of 4 Cans",509370349,611269001372,355,ml,12 fl oz,10.98,0.28,0,11.3,45,45,,,,,,,42,,,,,,,,7.89,,,,11,,,2.03,2.03,
"Monster Energy Green, Original, Energy Drink, 16 fl oz, 4 Pack",10534634,70847811176,240,ml,,7.18,0.47,0,11.3,47,47,0,0,0.04,0,0,2,77,0.01,,0,,,0,,10.2,0,0,0,10.9,,0,1.01,2.57,
"Stonyfield Organic Kids Strawberry Banana Lowfat Yogurt, 3.5 oz. Pouch",830973843,52159703387,99,g,3.5 oz,1.72,,2.02,13.1,91,91,0,192,0,,,273,86,,,,,,,,,,,,9.09,0,1.01,,,5.1
Twix Salted Caramel Chocolate Cookie Bars -2.8.oz,322781615,40000574576,21,g,,2.28,4.91,24.8,64.8,,,1.1,106,0.81,27,105,186,198,1.06,67,0.74,0,,0.6,,1.11,5.6,18,20.9,48.2,0.342,19,0.025,0.33,
"Apothic Red, Red Wine Blend, California, 750ml Glass Bottle",186513351,85000017746,,,,11.98,0.07,0,2.61,85,85,0,8,0.46,12,23,127,4,0.14,,0,,,0,,0.224,0.4,0,5.7,0.62,,0,0.057,0,
"Freshness Guaranteed Baked Beans With Brisket, 32 oz",208589890,78742223797,130,g,,7.97,4.52,0.89,21.6,105,105,4.4,39,1.4,30,88,231,391,0.51,,0.04,,,0,,0.289,0.4,0,22.3,8.23,,0.231,0.048,0,
3 Musketeers Fun Size Chocolate Candy Bars - 10.48 oz Bag,50861014,40000505310,45,g,18.41 oz,4.88,3.33,13.3,76.7,,,0,,0,,,0,183,,,,0,,,,,,,,66.7,0,8.33,,,66.7
"Freshness Guaranteed Original Heatable Baked Beans Salad Family Tub (32 oz, 1 Count)",105644561,78742213552,130,g,,5.97,0.49,78.3,0,731,731,0,23,0.05,1,24,41,583,0.05,,1.37,,,0,,0.022,4.6,0,18.8,0.06,,45.4,0.008,0.07,
"Coca-Cola Zero Sugar Mini Soda Pop Soft Drink, 7.5 fl oz, 10 Pack Cans",333821825,49000067231,,,7.5 fl oz,5.98,0,0,0,0,0,,,,,,,16,,,,,,,,,,,,0,,,,,0
"A&W Caffeine-Free, Low Sodium Root Beer Soda Pop, 12 Fl Oz, 8 Pack Bottles",33284117,78000052886,355,ml,3 L,5.66,0,0,12.7,51,51,,,,,,,10,,,,,,,,,,,,12.7,,,,,
"Freshness Guaranteed Seasonal Fruit Tray, 48 oz",133470818,681131180221,140,g,22 oz/624 g,12.97,0.64,0.21,9.94,38,38,0.6,,,,,,8,,,,,,,,,,,,8.34,0,0,,,
"Brookside Dark Chocolate, Acai and Blueberry Flavored Snacking Chocolate, Bag 21 oz",38323279,68437911450,40,g,,10.17,2.5,20,70,425,425,2.5,0,3.6,,,,125,,0,,,,0,,,,,,57.5,0,12.5,,,
"Mike's Hot Honey - Honey with a Kick, Sweetness & Heat, 100% Pure Honey, Shelf-Stable, Gluten-Free & Paleo, 12 oz Bottle",119583978,865372000009,21,g,7.75 oz/219.7 g,9.47,7.14,32.1,57.1,536,536,3.6,36,1.43,,,1250,714,,,,14,,,,,,,,10.7,0,8.93,,,10.7
"Tillamook Medium Cheddar Cheese Loaf, 8 Oz",10292883,72830005517,28,g,8 oz/227 g,3.98,25,32.1,0,393,393,0,714,1.29,,,,607,,1070,,,,0,,,,,,0,0,21.4,,,
"Diet Dr Pepper Soda, 12 fl oz bottles, 8 pack",20854255,78000083316,355,ml,4260 MLT,6.06,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,0,0,0,,,0
"Naked Juice, Strawberry Banana, 64 fl oz",197160155,82592194640,240,ml,,8.12,0.48,0.27,11.7,,,0.6,10,0.2,14,18,201,2,0.08,31,0.13,,,8.4,,0.31,2.1,0,3.8,10,0.002,0.061,0.115,0,
"Zing Zang Bloody Mary Mix, Non-Alcoholic Cocktail Mixer, 1.75L Bottle",925723227,616003708777,89,ml,32 fl oz/946 mL,7.98,0,0,6.32,32,32,,,0.21,,,63,705,,,,,,,,,,,,4.21,,,,,4.2
"Reese's Miniatures Assorted Flavored Peanut Butter Cups Candy, Party Pack 32.1 oz",950234652,34000431656,,,32.1 oz,13.24,5.88,26.5,64.7,471,471,5.9,29,6.47,,,265,15,,,,0,,,,,,,,44.1,0,17.6,,,44.1
"Hershey's Special Dark Mildly Sweet Chocolate Candy, Bars 1.45 oz, 6 Count",10535646,34000245024,nan,nan,,6.48,6.98,32.6,55.8,488,488,7,47,4.19,,,,35,,0,,,,0,,,,,,46.5,0,16.3,,,
"Hershey Assorted Chocolate Flavored Snack Size Candy, Variety Bag 15.57 oz, 30 Pieces",608187208,34000432578,,,,7.17,0,0,90,367,367,0,0,0,,,0,83,,,,,,,,,,,,80,0,0,,,80
"Hershey Assorted Caramel Flavored Snack Size Candy, Party Pack 32.08 oz",790413148,34000400560,,,33.43 oz,13.24,7.69,30.8,61.5,500,500,3.8,192,3.46,,,346,77,,,,,,,,,,,,57.7,0,17.3,,,46.2
"Hershey's Miniatures Assorted Chocolate Candy, Party Pack 35.9 oz",327122617,34000214587,nan,nan,35 oz,13.24,5.88,29.4,61.8,500,500,2.9,118,4.41,,,412,88,,,,,,,,,,,,52.9,0,17.6,,,47.1
"Charms Candy Carnival Assorted Bag Candy, 80 oz",734525624,14200388806,,,25 oz,18.54,0,0,94.4,389,389,0,683,0,,,0,0,,,,0,,,,,,,,72.2,0,0,,,72.2
"Hershey's Miniatures Assorted Chocolate Candy, Family Pack 17.6 oz",581573011,34000214914,nan,nan,35 oz,7.44,5.88,29.4,61.8,500,500,2.9,118,4.41,,,412,88,,,,,,,,,,,,52.9,0,17.6,,,47.1
"Hershey's, Kit Kat And Reese's Assorted Flavored Miniatures Candy, Party Pack 33.38 oz",466623588,34000399918,,,,13.24,6.24,27.8,63.6,520,520,1.9,138,0.84,2,112,294,64,0.07,92,,,,1.3,,0.18,,,,54,0,18,0,,
"Hershey's Cookies 'n' Creme Snack Size Candy, Jumbo Bag 17.1 oz",17056795,34000070619,,,17.1 oz,5.94,5.88,29.4,61.8,500,500,2.9,118,4.12,,,412,88,,,,0,,,,,,,,52.9,0,17.6,,,47.1
"Mars Mixed Snickers, Twix, Milky Way & More Assorted Milk Chocolate Candy Bars - 18 Bars",26356642,40000475873,,,,19.88,4.01,17.2,71.2,456,456,1,115,0.49,20,67,124,167,0.69,110,0.89,16,,0.7,,0.154,3.6,0,16.5,59.7,0.206,12,0.014,0.18,
"Coca-Cola Zero Sugar Soda Pop, 2 Liter Bottle",15610627,49000050141,360,ml,67.6 OZA,2.78,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,,,,,,0,0,0,,,0
"Perfect Bar Snack Size, Dark Chocolate Chip Peanut Butter Protein Bar, .88 Ounce Bar, 8 Count",368622532,855569110352,25,g,,7.47,9.8,20,62.2,,,4.2,80,1.94,88,262,377,328,1.7,12,,,,0,,3.15,,0,,,,5.59,0.1,0.45,
"Perfect Bar, Dark Chocolate Chip Peanut Butter Protein Bar, 2.3 Ounce Bar, 1 Count",389753036,855569110604,65,g,1.6 oz/45 g,2.48,26.7,22.2,40,422,422,8.9,0,3.56,,,222,256,,,,,,,,,,,,8.89,0,8.89,,,6.7
"Perfect Bar Snack Size, Peanut Butter Protein Bar, .88 Ounce Bar, 8 Count",406656870,855569110475,25,g,,7.47,9.8,23.8,62.3,,,2.9,41,2.4,55,139,291,283,1.25,16,,,,0.2,,1.97,,0,,,,3.2,0.096,0,
"Nature Valley Crunchy Dipped Granola Squares, Salted Caramel, 6 ct",167537670,16000187955,,,0.78 oz,3.42,4.55,22.7,68.2,500,500,4.5,,2.27,,,,477,,,,,,,,,,,,36.4,0,13.6,,,36.4
"Great Value Peanut Butter Wafer Bars, 12 oz, 6 Count",14336402,78742147468,28,g,,1.88,8,32.8,55.2,,,,,,,,,223,,,,,,2,,,,,,34,,6.29,,,
